,Address,AvgCost2,City,Cuisines,Lat,Locality,Long,PriceRange,RatingAvg,RatingColor,RatingTxt,RestID,RestName,Timings,URL,ZipCode,cityID
102,"440 N Main St, FLORENCE 85132",10,Florence,Sandwich,33.0355220000,Florence,-111.3875600000,1,0,CBCBCB,Not rated,17283470,Florence Fudge Co,"10 AM to 4 PM (Mon-Fri), 10 AM to 2 PM (Sat), Sun Closed",https://www.zomato.com/florence-az/florence-fudge-co-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85132,4355
103,"55 S Main St, Florence 85232",10,Florence,Fast Food,33.0309000000,Florence,-111.3873000000,1,2.8,FFBA00,Average,17281630,Subway,,https://www.zomato.com/florence-az/subway-12-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
104,"130 N Main St, Florence 85232",0,Florence,,33.0326840000,Florence,-111.3875840000,1,0,CBCBCB,Not rated,17281614,Country Thunder USA,,https://www.zomato.com/florence-az/country-thunder-usa-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
105,"301 N Main St, Florence 85232",0,Florence,American,33.0345000000,Florence,-111.3873000000,1,2.8,FFBA00,Average,17281618,Gibby's Old Town Cantina,,https://www.zomato.com/florence-az/gibbys-old-town-cantina-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
106,"16605 E Palisades Blvd, Fountain Hills 85268",10,Maricopa County,"American, Breakfast",33.6088420000,Fountain Hills,-111.7211810000,1,4.2,5BA829,Very Good,17030218,Flapjacks,"Closed (Mon),7:30 AM to 1 PM (Tue-Sun)",https://www.zomato.com/maricopa-county-az/flapjacks-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
107,"16848 E Ave Of The Fountains, Fountain Hills 85268",40,Maricopa County,"Breakfast, Latin American, Tapas",33.6040530000,Fountain Hills,-111.7168660000,3,4.2,5BA829,Very Good,17032158,Sofrita,"11 AM to 9 PM (Mon-Fri),9 AM to 9 PM (Sat),9 AM to 8 PM (Sun)",https://www.zomato.com/maricopa-county-az/sofrita-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
108,"13693 N Fountain Hills Blvd, Fountain Hills 85268",10,Maricopa County,"American, Sandwich",33.6076860000,Fountain Hills,-111.7303560000,1,4.3,5BA829,Very Good,17026215,Dj's Bagel Cafe,"Breakfast (Sun),Breakfast, Lunch (Mon-Sat)",https://www.zomato.com/maricopa-county-az/djs-bagel-cafe-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
109,"12645 N Saguaro Blvd Ste 11, Fountain Hills 85268",25,Maricopa County,"Italian, Mediterranean, Pizza",33.6013360000,Fountain Hills,-111.7159930000,2,3.7,9ACD32,Good,17026466,Euro Pizza Cafe,7:30 AM to 9 PM (Mon-Sun),https://www.zomato.com/maricopa-county-az/euro-pizza-cafe-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
110,"12800 N Saguaro Blvd, Fountain Hills 85268",25,Maricopa County,American,33.6027980000,Fountain Hills,-111.7158530000,2,3.3,CDD614,Average,17026561,Fireside Grill,,https://www.zomato.com/maricopa-county-az/fireside-grill-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
111,"16872 East Avenue of Fountains, Suite 104 85268",25,Maricopa County,"American, Burger",33.6038150000,Fountain Hills,-111.7157060000,2,3.5,9ACD32,Good,17031824,M All American Sports Grill-Fountain Hills,11 AM to 11 PM,https://www.zomato.com/maricopa-county-az/m-all-american-sports-grill-fountain-hills-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
112,"16852 E Parkview Ave, Fountain Hills 85268",20,Maricopa County,"American, Grill",33.6058000000,Fountain Hills,-111.7155440000,2,3.2,CDD614,Average,17028509,Phil's Filling Station Grill,"7 AM to 9 PM (Mon-Sat), 7 AM to 8 PM (Sun)",https://www.zomato.com/maricopa-county-az/phils-filling-station-grill-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
113,"16720 E Ave Of The Fountains, Fountain Hills 85268",10,Maricopa County,Chinese,33.6049340000,Fountain Hills,-111.7195530000,1,3.9,9ACD32,Good,17025778,Chen's Garden,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/maricopa-county-az/chens-garden-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
114,"16650 E Palisades Blvd, Fountain Hills 85268",10,Maricopa County,"Pizza, Sandwich",33.6089360000,Fountain Hills,-111.7206140000,1,3.5,9ACD32,Good,17028567,Pisa Pizza,"10 AM to 10 PM (Mon-Sat),12 Noon to 9 PM (Sun)",https://www.zomato.com/maricopa-county-az/pisa-pizza-1-fountain-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85268,11194
115,"638 East Warner Road, Gilbert 85296",40,Gilbert,"Mexican, Southwestern",33.3358640000,Gilbert,-111.7764044000,3,3.5,9ACD32,Good,17033813,La Ristra New Mexican Kitchen,"11 AM to 9 PM (Mon-Thu),11 AM to 12 Midnight (Fri-Sat),10 AM to 9 PM (Sun)",https://www.zomato.com/gilbert-az/la-ristra-new-mexican-kitchen-1-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
116,1385 East Warner Road Ste 103 85296,10,Gilbert,"Desserts, Ice Cream",33.3352300000,Gilbert,-111.7596400000,1,3.6,9ACD32,Good,17030847,Udder Delights,"12 Noon to 9 PM (Mon-Sat), 12 Noon to 7 PM (Sun)",https://www.zomato.com/gilbert-az/udder-delights-1-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
117,"211 E Warner Rd, Gilbert 85296",10,Gilbert,Breakfast,33.3349363000,Gilbert,-111.7851402000,1,3.3,CDD614,Average,17033560,Over Easy,"Breakfast, Lunch (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/gilbert-az/over-easy-1-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
118,894 East Warner Road #101 85296,25,Gilbert,"Italian, Pizza, Sandwich",33.3368032881,Gilbert,-111.7707366540,2,3.3,CDD614,Average,17034021,Brooklyn V's Pizza- Gilbert,"11 AM to 9 PM (Mon-Thu), 11 AM to 10 PM (Fri-Sat), 11 AM to 8 PM (Sun)",https://www.zomato.com/gilbert-az/brooklyn-vs-pizza-gilbert-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
119,"1534 E Ray Road, Suite 110, Gilbert 85296",40,Gilbert,"American, BBQ",0.0000000000,Gilbert,0.0000000000,3,0,CBCBCB,Not rated,18397737,Arizona BBQ Company,"11 AM to 8 PM (Mon-Thu), 11 AM to 9 PM (Fri-Sat), Sun Closed",https://www.zomato.com/gilbert-az/arizona-bbq-company-4-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
120,"1435 East Warner Road, Gilbert, Phoenix 85296",10,Gilbert,Sandwich,33.3354630000,Gilbert,-111.7604360000,1,3.3,CDD614,Average,17028643,Port of Subs,,https://www.zomato.com/gilbert-az/port-of-subs-2-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
121,1435 East Warner Road 85296,10,Gilbert,Frozen Yogurt,33.3355500000,Gilbert,-111.7629900000,1,3.3,CDD614,Average,17032430,Orange Leaf,,https://www.zomato.com/gilbert-az/orange-leaf-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
122,"1505 E. Warner Rd, Gilbert 85296",10,Gilbert,Coffee and Tea,33.3354490000,Gilbert,-111.7596150000,1,3.2,CDD614,Average,17031082,Starbucks,,https://www.zomato.com/gilbert-az/starbucks-2-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
123,"1245 E Warner Rd, Gilbert 85296",10,Gilbert,American,33.3354630000,Gilbert,-111.7637250000,1,3.3,CDD614,Average,17028016,Mulligan's Grill,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed), Breakfast, Lunch, Dinner, Late (Thu-Sat)",https://www.zomato.com/gilbert-az/mulligans-grill-1-gilbert?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85296,11193
124,"6725 W Peoria Ave, Peoria 85345",10,Peoria,Chinese,33.5814630000,Peoria,-112.2034580000,1,3.4,CDD614,Average,17025849,China Place,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/peoria-az/china-place-1-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85345,11192
125,"5670 W Peoria Ave, Glendale 85302",25,Glendale,"Mexican, Tex-Mex",33.5821370000,Glendale,-112.1810330000,2,3.4,CDD614,Average,17027767,Manuel's Mexican Restaurant,"11 AM to 10 PM (Mon-Thu),11 AM to 11 PM (Fri),8 AM to 11 PM (Sat),8 AM to 10 PM (Sun)",https://www.zomato.com/glendale-az/manuels-mexican-restaurant-1-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85302,11189
126,"6750 W Peoria Ave, Peoria 85345",25,Peoria,American,33.5818370000,Peoria,-112.2039900000,2,3.2,CDD614,Average,17026674,Gallagher's The Sports Grill,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/peoria-az/gallaghers-the-sports-grill-1-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85345,11192
127,"5940 W. Union Hills Drive, Glendale 85308",0,Glendale,Bar Food,0.0000000000,Glendale,0.0000000000,1,0,CBCBCB,Not rated,17858807,Heroes Pub & Grub,,https://www.zomato.com/glendale-az/heroes-pub-grub-1-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85308,11189
128,"5880 W. Peoria Ave., Glendale 85302",25,Glendale,American,33.5821400000,Glendale,-112.1855570000,2,3.2,CDD614,Average,17032440,Applebee's,"11 AM to 12 Midnight (Mon),11 AM to 1 AM (Tue-Thu),11 AM to 2 AM (Fri-Sun)",https://www.zomato.com/glendale-az/applebees-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85302,11189
129,"5158 W Olive Avenue, Glendale 85302",25,Glendale,Chinese,0.0000000000,Glendale,0.0000000000,2,0,CBCBCB,Not rated,18395985,Z's Chinese Cuisine,10:30 AM to 9 PM,https://www.zomato.com/glendale-az/zs-chinese-cuisine-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85302,11189
130,"5800 W Peoria Ave, Glendale 85302",10,Glendale,Pizza,33.5821370000,Glendale,-112.1837850000,1,3.5,9ACD32,Good,17028133,Nino's Pizzeria & Wings,"Dinner (Sun),Lunch, Dinner (Mon-Sat)",https://www.zomato.com/glendale-az/ninos-pizzeria-wings-1-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85302,11189
131,"10635 N 59th Ave, Glendale 85302",10,Glendale,"Burger, Desserts, Diner",33.5832072000,Glendale,-112.1857166000,1,3.2,CDD614,Average,17034309,Lenny's Burger,"10 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 10 AM to 11 PM (Fri-Sat)",https://www.zomato.com/glendale-az/lennys-burger-1-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85302,11189
132,"5350 W Bell Road, Glendale 85254",15,Glendale,Asian,0.0000000000,Glendale,0.0000000000,1,0,CBCBCB,Not rated,18113432,The Wing Counter,,https://www.zomato.com/glendale-az/the-wing-counter-1-glendale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85254,11189
133,"304 N Broad St, Globe 85501",10,Globe,"Breakfast, Diner, Mexican",33.3977000000,Globe,-110.7881000000,1,3.7,9ACD32,Good,17281697,La Luz Del Dia,"6:30 AM to 2:30 PM (Mon-Sat),Closed (Sun)",https://www.zomato.com/globe-az/la-luz-del-dia-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
134,"686 N Broad St, Globe 85501",10,Globe,Mexican,33.4007000000,Globe,-110.7902000000,1,4.0,5BA829,Very Good,17281683,El Ranchito,"Closed (Mon),11 AM to 8:30 PM (Tue-Thu),11 AM to 9 PM (Fri),8 AM to 9 PM (Sat),8 AM to 4 PM (Sun)",https://www.zomato.com/globe-az/el-ranchito-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
135,"902 E Ash St, Globe 85501",10,Globe,Mexican,33.3941000000,Globe,-110.7776000000,1,4.0,5BA829,Very Good,17281673,Chalo's Casa Reynoso,"(Sun, Mon), Lunch, Dinner (Tue-Sat)",https://www.zomato.com/globe-az/chalos-casa-reynoso-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
136,"340 S Broad St, Globe 85501",10,Globe,Mexican,33.3935000000,Globe,-110.7853000000,1,3.8,9ACD32,Good,17281703,Los Robertos Mexican Food,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/globe-az/los-robertos-mexican-food-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
137,"157 W Cedar St, Globe 85501",0,Globe,,33.3968000000,Globe,-110.7881000000,1,3.7,9ACD32,Good,17281713,Vida E Cafe,,https://www.zomato.com/globe-az/vida-e-cafe-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
138,"699 E Ash St, Globe 85501",10,Globe,American,33.3939000000,Globe,-110.7794000000,1,3.5,9ACD32,Good,17281691,Jerrys Restaurant,,https://www.zomato.com/globe-az/jerrys-restaurant-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
139,"420 S Hill St, Globe 85501",0,Globe,,33.3932000000,Globe,-110.7832000000,1,3.3,CDD614,Average,17281684,George's,,https://www.zomato.com/globe-az/georges-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
140,"180 S Hill St, Globe 85501",0,Globe,Pizza,33.3953000000,Globe,-110.7856000000,1,3.9,9ACD32,Good,17281699,Leonard Pauls Pizza Globe,"(Sun),Breakfast, Lunch, Dinner (Mon-Sat)",https://www.zomato.com/globe-az/leonard-pauls-pizza-globe-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
141,636 North Broad Street 85501,10,Globe,Bar Food,33.4002500000,Globe,-110.7897800000,1,3.2,CDD614,Average,17281682,Drift Inn Saloon,10 AM to 2 AM (Mon-Sun),https://www.zomato.com/globe-az/drift-inn-saloon-globe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85501,4327
142,"781 S Cotton Lane Suite 125, Goodyear 85338",10,Maricopa County,Pizza,33.4394170000,Goodyear,-112.4266710000,1,3.4,CDD614,Average,17031797,Garden Pizza,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Lunch, Dinner, Late (Fri-Sat)",https://www.zomato.com/maricopa-county-az/garden-pizza-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
143,"16825 West Yuma Road, Goodyear 85338",10,Maricopa County,"American, Burger, Bar Food",33.4354890000,Goodyear,-112.4212040000,1,3.3,CDD614,Average,17031980,Roman's Oasis,"Lunch, Dinner, Late (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/maricopa-county-az/romans-oasis-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
144,Location Varies,0,Maricopa County,American,0.0000000000,Goodyear,0.0000000000,1,0,CBCBCB,Not rated,18516601,The Cleveland Corned Beef Company,"Closed (Mon, Sun), 10 AM to 10 PM (Tue-Sat)",https://www.zomato.com/the-cleveland-corned-beef-company-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11194
145,16900 West Yuma Road 85338,10,Maricopa County,Fast Food,33.4360658002,Goodyear,-112.4222266674,1,0,CBCBCB,Not rated,17035071,Jack in the Box,24 Hours,https://www.zomato.com/maricopa-county-az/jack-in-the-box-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
146,1083 South Cotton Lane 85338,10,Maricopa County,Burger,33.4368040723,Goodyear,-112.4238052184,1,0,CBCBCB,Not rated,17779900,Carl's Jr.,6 AM to 12 Midnight,https://www.zomato.com/maricopa-county-az/carls-jr-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
147,16950 Yuma Road 85338,10,Maricopa County,"Fast Food, Mexican",33.4360185000,Goodyear,-112.4236746000,1,0,CBCBCB,Not rated,17821734,Taco Bell,"7 AM to 12 Midnight (Mon-Thu, Sun), 7 AM to 1 AM (Fri-Sat)",https://www.zomato.com/maricopa-county-az/taco-bell-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
148,"995 S Cotton Lane, Goodyear 85338",10,Maricopa County,Coffee and Tea,33.4376581000,Goodyear,-112.4213415000,1,0,CBCBCB,Not rated,17821706,Starbucks,8 AM to 8 PM (Mon-Sun),https://www.zomato.com/maricopa-county-az/starbucks-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85338,11194
149,833 South Cotton Lane,0,Maricopa County,,33.4389935235,Goodyear,-112.4239156442,1,0,CBCBCB,Not rated,18907521,Domino's Pizza,"10 AM to 12 Midnight (Mon-Thu, Sun), 10 AM to 1 AM (Fri-Sat)",https://www.zomato.com/maricopa-county-az/dominos-pizza-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11194
150,"13824 W McDowell Road, Goodyear 85395",0,Maricopa County,Asian,0.0000000000,Goodyear,0.0000000000,1,0,CBCBCB,Not rated,17858812,Gus's New York Pizza & Bar,,https://www.zomato.com/maricopa-county-az/guss-new-york-pizza-bar-1-goodyear?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85395,11194
151,"1770 Beverly Avenue, Kingman 86401",15,Kingman,"American, Burger",35.2184550000,Kingman,-114.0368930000,1,3.7,9ACD32,Good,17282847,In-N-Out Burger,"10:30 AM to 1 AM (Mon, Tue, Wed, Thu, Sun), 10:30 AM to 1:30 AM (Fri-Sat)",https://www.zomato.com/kingman-az/in-n-out-burger-kingman-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86401,4400
152,3520 Stockton Hill Road 86409,25,Kingman,American,35.2264600000,Kingman,-114.0363200000,2,3.6,9ACD32,Good,17281810,Cracker Barrel Old Country Store,"6 AM to 10 PM (Mon-Thu, Sun), 6 AM to 11 PM (Fri-Sat)",https://www.zomato.com/kingman-az/cracker-barrel-old-country-store-kingman-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86409,4400
153,"3580 Stockton Hill Rd, Kingman 86401",25,Kingman,,35.2140029000,Kingman,-114.0350784000,2,3.3,CDD614,Average,17281823,Golden Corral,"Breakfast, Lunch, Dinner (Sun, Sat), Lunch, Dinner (Mon-Fri)",https://www.zomato.com/kingman-az/golden-corral-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86401,4400
154,"3505 Stockton Hills Road, Kingman 86409",25,Kingman,"Chinese, Japanese",35.2254879000,Kingman,-114.0374473000,2,3.2,CDD614,Average,17283361,Sakura Sushi & Grill,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/kingman-az/sakura-sushi-grill-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86409,4400
155,"3370 Stockton Hill Road, Kingman 86409",10,Kingman,Fast Food,35.2212800000,Kingman,-114.0357260000,1,3.3,CDD614,Average,17282851,Panda Express,,https://www.zomato.com/kingman-az/panda-express-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86409,4400
156,"3455 Stockton Hill Rd, Kingman 86409",10,Kingman,Fast Food,35.2240430000,Kingman,-114.0369630000,1,3.2,CDD614,Average,17283362,Five Guys Burgers and Fries,,https://www.zomato.com/kingman-az/five-guys-burgers-fries-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86409,4400
157,"3390 N Stockton Hill Rd, Kingman 86401",10,Kingman,Fast Food,35.2215000000,Kingman,-114.0357000000,1,3.2,CDD614,Average,17281814,Del Taco,,https://www.zomato.com/kingman-az/del-taco-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86401,4400
158,3396 Stockton Hill Road 86401,10,Kingman,Fast Food,35.2225452379,Kingman,-114.0326786041,1,3.2,CDD614,Average,17281843,McDonald's,6 AM to 11:30 PM,https://www.zomato.com/kingman-az/mcdonalds-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86401,4400
159,3505 Stockton Hill Road Unit 140 86401,10,Kingman,"Fast Food, Pizza",35.2257713760,Kingman,-114.0370296792,1,3.2,CDD614,Average,17281849,Papa John's Pizza,"10 AM to 10 PM (Mon-Thu, Sun), 10 AM to 11 PM (Fri-Sat)",https://www.zomato.com/kingman-az/papa-johns-pizza-kingman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86401,4400
160,"2013 McCulloch Blvd N, Lake Havasu City 86403",10,Lake Havasu City,"American, Breakfast, Burger",34.4766060000,Lake Havasu City,-114.3316270000,1,3.6,9ACD32,Good,17282864,The Red Onion,"7 AM to 8 PM (Mon-Thu),7 AM to 9 PM (Fri-Sat),7 AM to 2 PM (Sun)",https://www.zomato.com/lake-havasu-city-az/the-red-onion-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
161,231 Swanson Avenue 86403,25,Lake Havasu City,"Italian, Pizza, Vegetarian",34.4689900000,Lake Havasu City,-114.3424100000,2,3.7,9ACD32,Good,17282979,La Vita Dolce Italian Bistro and Lounge,"3 PM to 10 PM (Mon-Thu), 3 PM to 11 PM (Fri-Sat), 10 AM to 9:30 PM (Sun)",https://www.zomato.com/lake-havasu-city-az/la-vita-dolce-italian-bistro-and-lounge-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
162,"171 Swanson Ave #100, Lake Havasu City 86403",25,Lake Havasu City,"American, Sandwich",34.4688060000,Lake Havasu City,-114.3424080000,2,3.8,9ACD32,Good,17282968,The Place To Be,"(Sun),Lunch, Dinner (Mon-Sat)",https://www.zomato.com/lake-havasu-city-az/the-place-to-be-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
163,"1425 McCulloch Blvd N, Lake Havasu City 86403",25,Lake Havasu City,"American, Pizza, Bar Food",34.4703770000,Lake Havasu City,-114.3497110000,2,3.7,9ACD32,Good,17281890,Barley Brothers Brewery,11 AM to 10 PM (Mon-Sun),https://www.zomato.com/lake-havasu-city-az/barley-brothers-brewery-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
164,"112 London Bridge Rd, Lake Havasu City 86403",40,Lake Havasu City,"Seafood, Steak, Tapas",34.4737000000,Lake Havasu City,-114.3485000000,3,3.6,9ACD32,Good,17281904,Cha-Bones,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/lake-havasu-city-az/cha-bones-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
165,"2014 McCulloch Blvd North, Lake Havasu City 86403",10,Lake Havasu City,"Coffee and Tea, Desserts, Beverages",34.4763370000,Lake Havasu City,-114.3316830000,1,3.7,9ACD32,Good,17282924,Scoops,"12 Noon to 8 PM (Mon, Tue, Wed, Sun), 12 Noon to 9 PM (Thu-Sat)",https://www.zomato.com/lake-havasu-city-az/scoops-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
166,"210 Swanson Ave, Lake Havasu City 86403",40,Lake Havasu City,"Pizza, Bar Food, Tex-Mex",34.4679730000,Lake Havasu City,-114.3410480000,3,3.3,CDD614,Average,17282885,Mudshark Brewery,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/lake-havasu-city-az/mudshark-brewery-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
167,"1425 Mcculloch Blvd N, Lake Havasu City 86403",40,Lake Havasu City,"American, Seafood, Steak",34.4706000000,Lake Havasu City,-114.3491000000,3,3.4,CDD614,Average,17282021,Shugrue's Restaurant and Bakery,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/lake-havasu-city-az/shugrues-restaurant-and-bakery-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
168,"125 Paseo Del Sol, Lake Havasu City 86403",25,Lake Havasu City,Thai,34.4754200000,Lake Havasu City,-114.3484310000,2,3.6,9ACD32,Good,17282042,Thai Nakarin,11 AM to 9 PM (Mon-Sun),https://www.zomato.com/lake-havasu-city-az/thai-nakarin-lake-havasu-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86403,4399
169,4860 North Litchfield Road 85340,10,Maricopa County,Coffee and Tea,33.5068900000,Litchfield Park,-112.3586400000,1,4.3,5BA829,Very Good,17026872,Ground Control,"6 AM to 9 PM (Mon),6 AM to 10 PM (Tue-Thu),6 AM to 12 Midnight (Fri),6:30 AM to 12 Midnight (Sat),7 AM to 9 PM (Sun)",https://www.zomato.com/maricopa-county-az/ground-control-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
170,"102 N Old Litchfield Rd, Litchfield Park 85340",25,Maricopa County,"Mexican, Southwestern",33.4936540000,Litchfield Park,-112.3583640000,2,4.1,5BA829,Very Good,17028194,Old Pueblo Cafe,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/maricopa-county-az/old-pueblo-cafe-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
171,"44 North Old Litchfield Rd, Litchfield Park 85340",10,Maricopa County,"American, Breakfast",33.4935831000,Litchfield Park,-112.3584911000,1,3.6,9ACD32,Good,17033528,Park Cafe,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/maricopa-county-az/park-cafe-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
172,13321 West Indian School 85340,25,Maricopa County,"Italian, Healthy Food",33.4919400000,Litchfield Park,-112.3462200000,2,3.6,9ACD32,Good,17032701,La Bona Pasta,10 AM to 10 PM,https://www.zomato.com/maricopa-county-az/la-bona-pasta-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
173,"4900 N Litchfield Rd, Litchfield Park 85340",10,Maricopa County,Mexican,33.5078630000,Litchfield Park,-112.3582640000,1,3.9,9ACD32,Good,17027429,La Loma Mexican Grille,"Lunch (Sun),Lunch, Dinner (Mon-Sat)",https://www.zomato.com/maricopa-county-az/la-loma-mexican-grille-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
174,"300 East Wigwam Blvd, Litchfield Park 85340",25,Maricopa County,"American, Steak",33.4934430000,Litchfield Park,-112.3612220000,2,3.4,CDD614,Average,17028803,Red's Bar & Grill,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/maricopa-county-az/reds-bar-grill-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
