,Address,AvgCost2,City,Cuisines,Lat,Locality,Long,PriceRange,RatingAvg,RatingColor,RatingTxt,RestID,RestName,Timings,URL,ZipCode,cityID
244,"21805 S Ellsworth Rd #B103, Queen Creek 85242",25,Pinal County,Sushi,33.2500010000,Queen Creek,-111.6343770000,2,3.7,9ACD32,Good,17030480,Sushi Creek,"Closed (Mon),11 AM to 9 PM (Tue),11:30 AM to 9 PM (Wed-Thu),11:30 AM to 10 PM (Fri-Sat),11:30 AM to 8 PM (Sun)",https://www.zomato.com/pinal-county-az/sushi-creek-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85242,11195
245,20852 East Ocotillo Road 85142,10,Pinal County,"American, Breakfast",33.2487600000,Queen Creek,-111.6344100000,1,3.6,9ACD32,Good,17033160,EggsTc,"6 AM to 2 PM (Tue-Fri), 7 AM to 2 PM (Sat-Sun), Mon Closed",https://www.zomato.com/pinal-county-az/eggstc-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85142,11195
246,"21151 E. Rittenhouse, Queen Creek 85142",25,Pinal County,"American, Bar Food",33.2506370000,Queen Creek,-111.6269740000,2,3.5,9ACD32,Good,17031665,Uncle Bear's Grill & Bar,"11 AM to 12 Midnight (Mon-Thu),11 AM to 2 AM (Fri),10 AM to 2 AM (Sat-Sun)",https://www.zomato.com/pinal-county-az/uncle-bears-grill-bar-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85142,11195
247,"22703 S Ellsworth Rd, Queen Creek 85242",10,Pinal County,Mexican,33.2407740000,Queen Creek,-111.6343350000,1,3.4,CDD614,Average,17029156,Serrano's Mexican Food,"(Sun),Lunch, Dinner (Mon-Sat)",https://www.zomato.com/pinal-county-az/serranos-mexican-food-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85242,11195
248,"21202 S. Ellsworth Loop Road, Suite 100, Queen Creek 85242",10,Pinal County,"American, Sandwich",33.2560370000,Queen Creek,-111.6385500000,1,3.5,9ACD32,Good,17031509,Paradise Bakery & Cafe,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/pinal-county-az/paradise-bakery-cafe-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85242,11195
249,"22002 S Ellsworth Rd, Queen Creek 85242",10,Pinal County,American,33.2485430000,Queen Creek,-111.6346630000,1,3.3,CDD614,Average,17028691,Queen Creek Cafe,7 AM to 8 PM (Mon-Sun),https://www.zomato.com/pinal-county-az/queen-creek-cafe-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85242,11195
250,21152 East. Rittenhouse Road. #102 85142,10,Pinal County,"Mexican, Tex-Mex",33.2500181714,Queen Creek,-111.6259583025,1,3.4,CDD614,Average,17031823,Costa Vida,"10:30 AM to 9 PM (Mon-Thu), 10:30 AM to 10 PM (Fri-Sat), Sun Closed",https://www.zomato.com/pinal-county-az/costa-vida-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85142,11195
251,"21805 S. Ellsworth Rd, Queen Creek 85142",10,Pinal County,Asian,33.2500010000,Queen Creek,-111.6343770000,1,3.5,9ACD32,Good,17032265,Golden Harvest,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/pinal-county-az/golden-harvest-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85142,11195
252,"21824 S Ellsworth Rd, Queen Creek 85242",10,Pinal County,Mexican,33.2499310000,Queen Creek,-111.6347220000,1,3.5,9ACD32,Good,17028986,Rudy's Mexican-American Food,"(Sun),Breakfast, Lunch, Dinner (Mon-Sat)",https://www.zomato.com/pinal-county-az/rudys-mexican-american-food-1-queen-creek?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85242,11195
253,3622 North Scottsdale Road 85251,25,Scottsdale,"Italian, Pizza",33.4900300000,Old Town Scottsdale,-111.9264400000,2,4.8,3F7E00,Excellent,17028236,Oregano's Pizza Bistro,11 AM to 10 PM,https://www.zomato.com/scottsdale-az/oreganos-pizza-bistro-old-town-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
254,"3133 N Scottsdale Rd, Scottsdale 85257",25,Scottsdale,Southern,33.4789270000,South Scottsdale,-111.9260340000,2,4.4,5BA829,Very Good,17031148,Lo-Lo's Chicken & Waffles,"9 AM to 10 PM (Mon-Thu),8 AM to 11 PM (Fri-Sat),8 AM to 6 PM (Sun)",https://www.zomato.com/scottsdale-az/lo-los-chicken-waffles-south-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85257,11190
255,"2534 N Scottsdale Rd, Scottsdale 85257",40,Scottsdale,Mexican,33.4761980000,South Scottsdale,-111.9263640000,3,3.9,9ACD32,Good,17027659,Los Sombreros,"4 PM to 9 PM (Mon-Thu),11:30 AM to 10 PM (Fri-Sat),11:30 AM to 9 PM (Sun)",https://www.zomato.com/scottsdale-az/los-sombreros-south-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85257,11190
256,"3622 North Scottsdale Road, Old Town Scottsdale, Phoenix 85251",35,Scottsdale,"German, European",33.4900575000,Old Town Scottsdale,-111.9262552000,3,3.7,9ACD32,Good,17033287,Brat Haus,"11 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/scottsdale-az/brat-haus-1-old-town-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
257,"6910 E Main St, Scottsdale 85251",40,Scottsdale,"Mexican, Southwestern",33.4931530000,Old Town Scottsdale,-111.9321750000,3,3.5,9ACD32,Good,17028196,Old Town Tortilla Factory,"5 PM to 9 PM (Mon, Tue, Wed, Thu, Sun), 5 PM to 10 PM (Fri-Sat)",https://www.zomato.com/scottsdale-az/old-town-tortilla-factory-old-town-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
258,6850 East Main Street 85251,40,Scottsdale,"New American, Breakfast",33.4937700000,Old Town Scottsdale,-111.9336100000,3,3.7,9ACD32,Good,17025611,ZuZu,"6pm – 12midnight (Mon),6am – 10pm (Tue-Sun)",https://www.zomato.com/scottsdale-az/zuzu-1-old-town-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
259,"6952 East Main Street, Old Town Scottsdale, Phoenix 85251",25,Scottsdale,"Italian, Pizza",33.4931880000,Old Town Scottsdale,-111.9314660000,2,3.8,9ACD32,Good,17026824,Grazie,11 AM to 10 PM (Mon-Sun),https://www.zomato.com/scottsdale-az/grazie-1-old-town-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
260,"2765 N Scottsdale Rd, Scottsdale 85257",10,Scottsdale,"Asian, Vietnamese",33.4789270000,South Scottsdale,-111.9260340000,1,4.1,5BA829,Very Good,17028144,Noodles Ranch,"11 AM to 8:30 PM (Mon-Sat),Closed (Sun)",https://www.zomato.com/scottsdale-az/noodles-ranch-south-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85257,11190
261,"2613 North Scottsdale Road, South Scottsdale, Phoenix 85257",10,Scottsdale,Healthy Food,33.4771780000,South Scottsdale,-111.9257990000,1,4.0,5BA829,Very Good,17031271,D'Lish,"6 AM to 4 PM (Mon-Fri),7 AM to 4 PM (Sat-Sun)",https://www.zomato.com/scottsdale-az/dlish-1-south-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85257,11190
262,"1855 W Highway 89A, Sedona 86336",25,Flagstaff,"Italian, Pizza",34.8633900000,Sedona,-111.7923800000,2,3.9,9ACD32,Good,17357451,Picazzo's Organic Italian Kitchen,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/flagstaff-az/picazzos-organic-italian-kitchen-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
263,"1595 West Highway 89A, Sedona 86336",25,Flagstaff,"American, Vegetarian",34.8631858000,Sedona,-111.7878006000,2,3.8,9ACD32,Good,17357564,ChocolaTree Organic Oasis,"9 AM to 9 PM (Mon, Tue, Thu, Fri, Sat, Sun), 11 AM to 9 PM (Wed)",https://www.zomato.com/flagstaff-az/chocolatree-organic-oasis-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
264,"1350 W Highway 89a Ste 22, Sedona 86336",10,Flagstaff,"Pizza, Sandwich",34.8633540000,Sedona,-111.7840070000,1,3.5,9ACD32,Good,17357442,New York Bagels & Deli,"5 AM to 3 PM (Mon, Sun), 5 AM to 8 PM (Tue-Sat)",https://www.zomato.com/flagstaff-az/new-york-bagels-deli-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
265,1610 West Hwy 89A 86336,70,Flagstaff,Vegetarian,34.8599400000,Sedona,-111.7869300000,4,3.5,9ACD32,Good,17357416,Heartline Cafe,"5 PM to 9 PM (Mon, Thu-Sun), Tue & Wed Closed",https://www.zomato.com/flagstaff-az/heartline-cafe-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
266,"1910 Arizona 89a Ste 102, Sedona 86336",25,Flagstaff,"Indian, Vegetarian",34.8639292000,Sedona,-111.7935743000,2,3.3,CDD614,Average,17357420,India Palace: Authentic Cuisine of India,"11:30 AM to 2:30 PM, 5 PM to 9:30 PM (Mon-Sun)",https://www.zomato.com/flagstaff-az/india-palace-authentic-cuisine-of-india-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
267,"1630 W Hwy 89a, Sedona 86336",10,Flagstaff,"Breakfast, Mexican",34.8636390000,Sedona,-111.7888910000,1,3.4,CDD614,Average,17357655,Tortas de Fuego,8 AM to 10 PM (Mon-Sun),https://www.zomato.com/flagstaff-az/tortas-de-fuego-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
268,"1405 W Highway 89a, Sedona 86336",40,Flagstaff,"American, Southwestern",34.8622100000,Sedona,-111.7848950000,3,3.3,CDD614,Average,17357446,Olde Sedona Bar & Grill,11 AM to 10 PM (Mon-Sun),https://www.zomato.com/flagstaff-az/olde-sedona-bar-grill-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
269,"700 West State Route 89A, Sedona, Flagstaff 86336",0,Flagstaff,Latin American,34.8664080000,Sedona,-111.7747690000,1,3.2,CDD614,Average,17862906,Mariposa,,https://www.zomato.com/flagstaff-az/mariposa-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
270,"40 Soldiers Pass Rd, Sedona 86336",40,Flagstaff,"American, Sandwich",34.8634710000,Sedona,-111.7828810000,3,3.3,CDD614,Average,17357425,Judi's Restaurant & Lounge,"11 AM to 2 AM (Mon-Fri),11 AM to 3 AM (Sat-Sun)",https://www.zomato.com/flagstaff-az/judis-restaurant-lounge-sedona?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86336,469
271,"161 E Deuce Of Clubs #13, Show Low 85901",10,Show Low,"Mexican, Seafood",34.2513360000,Show Low,-110.0405920000,1,3.6,9ACD32,Good,17282890,Sal and Teresa's Mexican Restaurant,"(Sun),Breakfast, Lunch, Dinner (Mon-Sat)",https://www.zomato.com/show-low-az/sal-and-teresas-mexican-restaurant-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
272,"1201 E Deuce Of Clubs, Show Low 85901",10,Show Low,"American, Breakfast, Diner",34.2537600000,Show Low,-110.0296240000,1,3.3,CDD614,Average,17283255,Sweetheart Cafe,"Closed (Mon),7 AM to 3 PM (Tue, Wed, Thu, Sat, Sun), 4 AM to 8 PM (Fri)",https://www.zomato.com/show-low-az/sweetheart-cafe-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
273,"573 W Deuce Of Clubs, Show Low 85901",25,Show Low,"Mexican, Steak",34.2470780000,Show Low,-110.0484580000,2,3.5,9ACD32,Good,17282893,Licanos Mexican Food & Steakhouse,11 AM to 9:30 PM (Mon-Sun),https://www.zomato.com/show-low-az/licanos-mexican-food-steakhouse-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
274,"391 W Deuce Of Clubs, Show Low 85901",10,Show Low,"Bar Food, Pizza, Burger",34.2472354000,Show Low,-110.0469375000,1,3.4,CDD614,Average,17282450,Native Grill & Wings,"11 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 12 Midnight (Fri-Sat)",https://www.zomato.com/show-low-az/native-grill-wings-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
275,"1650 E Deuce Of Clubs, Show Low 85901",10,Show Low,"American, Coffee and Tea",34.2558827000,Show Low,-110.0241655000,1,3.3,CDD614,Average,17283281,PersNIKKIty's Cafe & Bakery,"(Sun),Breakfast, Lunch (Mon, Tue, Wed, Thu, Sat), Breakfast, Lunch, Dinner (Fri)",https://www.zomato.com/show-low-az/persnikkitys-cafe-bakery-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
276,"21 N 9th St, Show Low 85901",0,Show Low,"American, Healthy Food",34.2498000000,Show Low,-110.0320000000,1,3.3,CDD614,Average,17282423,Aunt Nancy's Family Restaurant,7 AM to 2 PM (Mon-Sun),https://www.zomato.com/show-low-az/aunt-nancys-family-restaurant-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
277,"1231 East Deuce Of Clubs, Show Low 85901",40,Show Low,"American, Seafood, Steak",34.2540494000,Show Low,-110.0294676000,3,3.3,CDD614,Average,17283332,Cattlemen's SteakHouse,"Dinner (Sun, Sat), Lunch, Dinner (Mon-Fri)",https://www.zomato.com/show-low-az/cattlemens-steakhouse-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
278,"480 W Deuce Of Clubs, Show Low 85901",25,Show Low,"Breakfast, Italian, Seafood",34.2477000000,Show Low,-110.0478000000,2,3.2,CDD614,Average,17282438,JB's Restaurant,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/show-low-az/jbs-restaurant-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
279,"480 W Deuce Of Clubs, Show Low 85901",25,Show Low,American,34.2484851000,Show Low,-110.0472333000,2,3.2,CDD614,Average,17757275,Show Low Cafe,,https://www.zomato.com/show-low-az/show-low-cafe-show-low?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85901,4387
280,2397 Fry Boulevard 85635,10,Sierra Vista,"American, Diner",31.5549900531,Sierra Vista,-110.2747680901,1,3.2,CDD614,Average,17282495,Denny's,24 Hours,https://www.zomato.com/sierra-vista-az/dennys-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
281,"2373 E Fry Blvd, Sierra Vista 85635",10,Sierra Vista,"Fast Food, Pizza",31.5547000000,Sierra Vista,-110.2738000000,1,3.4,CDD614,Average,17282545,Papa Murphy's Pizza,,https://www.zomato.com/sierra-vista-az/papa-murphys-pizza-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
282,"1630 E. Fry Blvd, Sierra Vista 85635",10,Sierra Vista,German,31.5544758000,Sierra Vista,-110.2808237000,1,3.4,CDD614,Average,17283185,Angelica's German Deli,,https://www.zomato.com/sierra-vista-az/angelicas-german-deli-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
283,"3500 Canyon de Flores, Sierra Vista 85650",30,Sierra Vista,"American, Bakery, Coffee and Tea, Diner",0.0000000000,Sierra Vista,0.0000000000,3,0,CBCBCB,Not rated,18250193,Papa's 50s Diner,"7 AM to 8 PM (Mon-Sat), 7 AM to 3 PM (Sun)",https://www.zomato.com/sierra-vista-az/papas-50s-diner-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85650,4334
284,"2190 E Fry Blvd, Sierra Vista 85635",10,Sierra Vista,Coffee and Tea,31.5545000000,Sierra Vista,-110.2748000000,1,3.4,CDD614,Average,17282564,Starbucks,,https://www.zomato.com/sierra-vista-az/starbucks-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
285,"2180 E Fry Blvd, Sierra Vista 85635",10,Sierra Vista,Fast Food,31.5547000000,Sierra Vista,-110.2777000000,1,3.2,CDD614,Average,17282473,Arby's,"9 AM to 10 PM (Mon-Sat), 10 AM to 10 PM (Sun)",https://www.zomato.com/sierra-vista-az/arbys-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
286,"1481 E Fry Blvd Ste 3, Sierra Vista 85635",10,Sierra Vista,Breakfast,31.5547000000,Sierra Vista,-110.2824000000,1,3.3,CDD614,Average,17282474,Bakers Flor,,https://www.zomato.com/sierra-vista-az/bakers-flor-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
287,1802 Fry Boulevard 85635,10,Sierra Vista,Fast Food,31.5542700000,Sierra Vista,-110.2786810000,1,3.2,CDD614,Average,17282533,McDonald's,24 Hours,https://www.zomato.com/sierra-vista-az/mcdonalds-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
288,2080 East Fry Boulevard 85635,10,Sierra Vista,Fast Food,31.5542465716,Sierra Vista,-110.2771246939,1,3.3,CDD614,Average,17282484,Carl's Jr.,6 AM to 12 Midnight,https://www.zomato.com/sierra-vista-az/carls-jr-sierra-vista?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85635,4334
289,"16811 N Litchfield Rd, Surprise 85374",25,Surprise,Bar Food,33.6367200000,Surprise,-112.3592260000,2,3.6,9ACD32,Good,17031523,Irish Wolfhound Restaurant and Pub,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Lunch, Dinner, Late (Fri-Sat)",https://www.zomato.com/surprise-az/irish-wolfhound-restaurant-and-pub-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
290,"13863 W Bell Rd, Surprise 85374",25,Surprise,Mexican,33.6384080000,Surprise,-112.3582220000,2,3.5,9ACD32,Good,17031421,Rio Mirage Cafe Y Cantina,"11 AM to 9 PM (Mon-Thu),11 AM to 10 PM (Fri-Sat),10 AM to 8 PM (Sun)",https://www.zomato.com/surprise-az/rio-mirage-cafe-y-cantina-2-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
291,"13706 W Bell Rd, Surprise 85374",10,Surprise,Sandwich,33.6388370000,Surprise,-112.3543430000,1,3.6,9ACD32,Good,17027004,Hot Bagels & Deli,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/surprise-az/hot-bagels-deli-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
292,"13980 W Bell Rd, Surprise 85374",25,Surprise,"Italian, Pizza",33.6388370000,Surprise,-112.3612280000,2,3.5,9ACD32,Good,17028160,NYPD Pizza,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/surprise-az/nypd-pizza-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
293,13379 West Grand Avenue 85374,25,Surprise,Italian,33.6363500000,Surprise,-112.3475500000,2,3.5,9ACD32,Good,17028203,Olive Garden Italian Restaurant,"11 AM to 10 PM (Mon-Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/surprise-az/olive-garden-italian-restaurant-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
294,"13732 W Bell Rd #2, Surprise 85374",25,Surprise,"Japanese, Sushi",33.6388460000,Surprise,-112.3546880000,2,3.5,9ACD32,Good,17031420,Fresh Wasabi,"(Sun),Lunch, Dinner (Mon-Sat)",https://www.zomato.com/surprise-az/fresh-wasabi-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
295,"12851 W Bell Rd, Surprise 85374",10,Surprise,"Desserts, Italian",33.6383670000,Surprise,-112.3367570000,1,3.7,9ACD32,Good,17028656,Portofino Ristorante West,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/surprise-az/portofino-ristorante-west-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
296,"13714 W. Bell Rd, Surprise 85374",10,Surprise,Fast Food,33.6389181000,Surprise,-112.3531229000,1,3.4,CDD614,Average,17032943,Five Guys Burgers and Fries,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/surprise-az/five-guys-burgers-and-fries-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
297,14225 West Grand Avenue 85374,40,Surprise,Steak,33.6291300000,Surprise,-112.3383000000,3,3.5,9ACD32,Good,17031029,Outback Steakhouse,"11 AM to 9:30 PM (Mon-Sat), 11 AM to 9 PM (Sun)",https://www.zomato.com/surprise-az/outback-steakhouse-1-surprise?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85374,11196
